SequenceLength,PITName,PurificationName,ProcessStep,Duration_In_Mins
41,2,0,0,399
36,2,0,0,399
45,2,0,0,399
48,2,0,0,399
22,1,0,0,597
39,2,0,0,399
31,2,0,0,399
34,2,0,0,399
33,2,0,0,399
38,2,0,0,399
29,2,0,0,399
32,2,0,0,399
43,2,0,0,399
30,2,0,0,399
28,2,0,0,399
40,2,0,0,399
26,2,0,0,399
37,2,0,0,399
42,1,0,0,654
39,1,0,0,654
44,1,0,0,654
46,1,0,0,654
41,1,0,0,654
33,1,0,0,654
34,1,0,0,654
43,1,0,0,654
35,1,0,0,654
37,1,0,0,654
18,0,0,0,578
22,0,0,0,578
28,0,0,0,578
33,0,0,0,578
31,0,0,0,578
36,0,0,0,578
32,0,0,0,578
38,0,0,0,578
30,0,0,0,578
26,0,0,0,578
34,0,0,0,578
41,0,0,0,578
48,1,0,0,309
47,1,0,0,309
39,1,0,0,309
36,1,0,0,309
37,1,0,0,309
40,1,0,0,309
42,1,0,0,309
41,1,0,0,309
32,1,0,0,309
46,1,0,0,309
38,1,0,0,309
33,1,0,0,309
43,1,0,0,309
45,1,0,0,309
35,1,0,0,309
31,1,0,0,309
27,1,0,0,309
34,1,0,0,309
50,1,0,0,654
30,1,0,0,654
45,1,0,0,654
38,1,0,0,654
32,1,0,0,654
28,1,0,0,654
47,1,0,0,654
40,1,0,0,654
36,1,0,0,654
29,1,0,0,654
26,1,0,0,654
31,1,0,0,654
51,2,0,0,635
56,2,0,0,635
56,2,0,1,9
44,2,0,0,635
46,2,0,0,635
48,2,0,0,635
35,2,0,0,635
47,2,0,0,635
40,2,0,0,635
53,2,0,0,635
36,2,0,0,635
45,2,0,0,635
39,2,0,0,635
29,1,0,0,309
30,1,0,0,309
26,1,0,0,309
28,1,0,0,309
44,1,0,0,309
52,1,0,0,309
24,1,0,0,309
50,1,0,0,309
49,1,0,0,309
33,2,0,0,635
38,2,0,0,635
42,2,0,0,635
28,2,0,0,635
43,2,0,0,635
34,2,0,0,635
37,2,0,0,635
41,2,0,0,635
31,2,0,0,635
30,2,0,0,635
25,2,0,0,635
25,2,0,1,8
50,2,0,0,635
32,2,0,0,635
49,2,0,0,635
36,2,0,0,430
40,2,0,0,430
51,2,0,0,430
37,2,0,0,430
33,2,0,0,430
32,2,0,0,430
44,2,0,0,430
41,2,0,0,430
39,2,0,0,430
34,2,0,0,430
35,2,0,0,430
48,2,0,0,430
43,2,0,0,430
38,2,0,0,430
50,2,0,0,430
30,2,0,0,430
42,2,0,0,430
31,2,0,0,430
47,2,0,0,430
46,2,0,0,430
52,2,0,0,430
45,2,0,0,430
49,2,0,0,430
48,1,0,0,654
51,1,0,0,654
25,1,0,0,471
50,2,0,0,242
42,2,0,0,242
44,2,0,0,242
47,2,0,0,242
41,2,0,0,242
35,2,0,0,242
45,2,0,0,242
43,2,0,0,242
48,2,0,0,242
36,2,0,0,242
40,2,0,0,242
34,1,0,0,569
29,1,0,0,569
42,1,0,0,569
38,1,0,0,569
35,1,0,0,569
33,1,0,0,569
32,1,0,0,569
39,1,0,0,569
41,1,0,0,569
36,1,0,0,569
37,1,0,0,569
31,1,0,0,569
47,1,0,0,569
43,1,0,0,569
40,1,0,0,569
45,1,0,0,569
30,1,0,0,569
28,1,0,0,569
48,1,0,0,569
44,1,0,0,569
46,1,0,0,569
41,1,0,0,323
30,1,0,0,323
46,1,0,0,323
47,1,0,0,323
39,1,0,0,323
45,1,0,0,323
31,1,0,0,323
43,1,0,0,323
54,1,0,0,323
48,1,0,0,323
44,1,0,0,323
38,1,0,0,323
37,1,0,0,323
25,1,0,0,406
57,1,0,0,406
55,1,0,0,406
58,1,0,0,406
44,2,0,0,408
47,2,0,0,408
40,2,0,0,408
28,2,0,0,408
43,2,0,0,408
45,2,0,0,408
50,2,0,0,408
48,2,0,0,408
42,2,0,0,408
38,2,0,0,408
51,2,0,0,408
39,2,0,0,408
46,2,0,0,408
53,2,0,0,408
41,2,0,0,408
34,2,0,0,408
33,2,0,0,408
52,2,0,0,408
39,1,0,0,561
38,1,0,0,561
32,1,0,0,561
44,1,0,0,561
31,1,0,0,561
49,1,0,0,561
35,1,0,0,561
37,1,0,0,561
43,1,0,0,561
48,1,0,0,561
41,1,0,0,561
40,1,0,0,561
45,1,0,0,561
36,1,0,0,561
34,1,0,0,561
33,1,0,0,561
20,2,0,0,204
18,2,0,0,204
37,2,0,0,204
48,2,0,0,204
44,2,0,0,204
46,2,0,0,204
40,2,0,0,204
41,2,0,0,204
47,2,0,0,204
42,2,0,0,204
23,0,0,0,514
17,0,0,0,514
40,0,0,0,514
48,0,0,0,514
43,0,0,0,514
38,0,0,0,514
32,0,0,0,514
35,0,0,0,514
47,0,0,0,514
36,0,0,0,514
42,0,0,0,514
37,0,0,0,514
46,0,0,0,514
24,0,0,0,514
41,0,0,0,514
44,0,0,0,514
34,0,0,0,514
45,0,0,0,514
29,0,0,0,514
39,0,0,0,514
25,0,0,0,514
33,0,0,0,514
29,1,0,0,561
28,1,0,0,561
30,1,0,0,561
46,1,0,0,561
26,1,0,0,561
27,1,0,0,561
22,1,0,0,561
42,1,0,0,561
29,1,0,0,514
31,1,0,0,514
35,1,0,0,514
28,1,0,0,514
26,1,0,0,514
32,1,0,0,514
37,1,0,0,514
30,1,0,0,514
27,1,0,0,514
34,1,0,0,514
47,1,0,0,514
36,1,0,0,514
33,1,0,0,514
38,1,0,0,514
46,1,0,0,514
39,1,0,0,514
44,1,0,0,514
32,0,0,0,539
33,0,0,0,539
39,0,0,0,539
47,0,0,0,539
46,0,0,0,539
44,0,0,0,539
45,0,0,0,539
41,0,0,0,539
48,0,0,0,539
43,0,0,0,539
21,0,0,0,539
17,0,0,0,539
29,0,0,0,539
42,0,0,0,539
49,0,0,0,539
52,0,0,0,539
40,0,0,0,539
50,0,0,0,539
50,0,0,1,10
26,0,0,0,539
23,0,0,0,539
38,0,0,0,539
28,0,0,0,539
55,0,0,0,539
24,0,0,0,539
25,0,0,0,539
44,1,0,0,618
41,1,0,0,618
32,1,0,0,618
39,1,0,0,618
35,1,0,0,618
40,1,0,0,618
34,1,0,0,618
36,1,0,0,618
28,1,0,0,618
45,1,0,0,618
33,1,0,0,618
37,1,0,0,618
27,1,0,0,618
38,1,0,0,618
30,1,0,0,618
43,1,0,0,618
24,0,0,0,618
20,0,0,0,618
31,0,0,0,618
38,0,0,0,618
44,0,0,0,618
35,0,0,0,618
40,0,0,0,618
36,0,0,0,618
34,0,0,0,618
46,0,0,0,618
42,0,0,0,618
47,0,0,0,618
37,0,0,0,618
32,0,0,0,618
39,0,0,0,618
43,0,0,0,618
26,0,0,0,618
41,0,0,0,618
39,0,0,0,341
38,0,0,0,341
44,0,0,0,341
35,0,0,0,341
32,0,0,0,341
42,0,0,0,341
37,0,0,0,341
41,0,0,0,341
42,1,0,0,618
47,1,0,0,618
46,1,0,0,618
53,1,0,0,618
48,1,0,0,618
31,1,0,0,618
22,0,0,0,341
27,0,0,0,341
34,0,0,0,341
45,0,0,0,341
40,0,0,0,341
33,0,0,0,341
47,0,0,0,341
46,0,0,0,341
29,0,0,0,341
36,0,0,0,341
48,0,0,0,341
43,0,0,0,341
31,0,0,0,341
45,2,0,0,323
39,2,0,0,323
34,2,0,0,323
40,2,0,0,323
41,2,0,0,323
43,2,0,0,323
42,2,0,0,323
44,2,0,0,323
37,2,0,0,323
32,1,0,0,317
34,1,0,0,317
33,1,0,0,317
36,1,0,0,317
37,1,0,0,317
38,1,0,0,317
31,1,0,0,317
35,1,0,0,317
39,1,0,0,317
29,1,0,0,317
30,1,0,0,317
27,1,0,0,317
41,1,0,0,317
30,0,0,0,577
20,0,0,0,577
35,0,0,0,577
43,0,0,0,577
32,0,0,0,577
36,0,0,0,577
41,0,0,0,577
33,0,0,0,577
31,0,0,0,577
38,0,0,0,577
37,0,0,0,577
47,0,0,0,577
29,0,0,0,577
39,0,0,0,577
42,0,0,0,577
34,0,0,0,577
45,0,0,0,577
24,0,0,0,577
28,0,0,0,577
31,0,0,0,344
30,0,0,0,344
32,0,0,0,344
26,0,0,0,344
41,1,0,0,577
50,1,0,0,577
28,1,0,0,577
38,1,0,0,577
31,1,0,0,577
30,1,0,0,577
34,1,0,0,577
35,1,0,0,577
33,1,0,0,577
37,1,0,0,577
40,1,0,0,577
29,1,0,0,577
39,1,0,0,577
36,1,0,0,577
27,1,0,0,577
32,1,0,0,577
47,1,0,0,577
46,1,0,0,577
44,1,0,0,577
43,1,0,0,577
26,1,0,0,577
45,1,0,0,577
48,1,0,0,577
42,1,0,0,577
20,1,0,0,643
54,1,0,0,643
60,1,0,0,643
29,1,0,0,622
39,1,0,0,622
38,1,0,0,622
42,1,0,0,622
48,1,0,0,622
35,1,0,0,622
47,1,0,0,622
37,1,0,0,622
34,1,0,0,622
45,1,0,0,622
31,1,0,0,622
44,1,0,0,622
43,1,0,0,622
33,1,0,0,622
16,1,0,0,622
36,1,0,0,622
40,1,0,0,622
32,1,0,0,622
41,1,0,0,622
17,1,0,0,632
30,1,0,0,622
49,1,0,0,622
26,1,0,0,622
46,1,0,0,622
45,2,0,0,627
39,2,0,0,627
44,2,0,0,627
40,2,0,0,627
47,2,0,0,627
33,2,0,0,627
48,2,0,0,627
46,2,0,0,627
41,2,0,0,627
21,2,0,0,627
37,2,0,0,627
31,2,0,0,627
43,2,0,0,627
35,2,0,0,627
30,2,0,0,627
42,2,0,0,627
27,2,0,0,627
20,2,0,0,627
38,2,0,0,627
28,2,0,0,627
36,2,0,0,627
34,2,0,0,627
24,2,0,0,627
51,2,0,0,627
32,2,0,0,627
25,2,0,0,627
46,2,0,0,369
47,2,0,0,369
41,2,0,0,369
45,2,0,0,369
44,2,0,0,369
39,2,0,0,369
42,2,0,0,369
36,2,0,0,369
37,2,0,0,369
33,2,0,0,369
48,2,0,0,369
43,2,0,0,369
34,1,0,0,625
36,1,0,0,625
48,1,0,0,625
37,1,0,0,625
32,1,0,0,625
38,1,0,0,625
31,1,0,0,625
39,1,0,0,625
43,1,0,0,625
47,1,0,0,625
40,1,0,0,625
45,1,0,0,625
35,1,0,0,625
42,1,0,0,625
46,1,0,0,625
23,2,0,0,369
20,2,0,0,369
35,2,0,0,369
52,2,0,0,369
31,2,0,0,369
38,2,0,0,369
34,2,0,0,369
30,2,0,0,369
40,2,0,0,369
41,1,0,0,625
44,1,0,0,625
23,1,0,0,625
33,1,0,0,625
52,1,0,0,625
30,1,0,0,625
58,1,0,0,625
50,1,0,0,625
14,1,0,0,625
38,1,0,0,344
40,1,0,0,344
42,1,0,0,344
37,1,0,0,344
43,1,0,0,344
49,1,0,0,344
48,1,0,0,344
36,1,0,0,344
41,1,0,0,344
33,1,0,0,344
47,1,0,0,344
39,1,0,0,344
32,1,0,0,344
34,1,0,0,344
31,1,0,0,344
28,1,0,0,344
29,1,0,0,344
35,1,0,0,344
44,1,0,0,344
30,1,0,0,344
61,2,0,0,644
61,2,0,1,8
64,2,0,0,644
24,2,0,0,644
18,2,0,0,644
31,2,0,0,644
40,2,0,0,644
34,2,0,0,644
35,2,0,0,644
32,2,0,0,644
39,2,0,0,644
43,2,0,0,644
42,2,0,0,644
26,2,0,0,644
44,2,0,0,644
36,2,0,0,644
46,2,0,0,644
20,2,0,0,644
28,2,0,0,644
33,2,0,0,644
38,2,0,0,644
30,2,0,0,644
27,2,0,0,644
23,2,0,0,644
17,2,0,0,644
21,2,0,0,644
37,2,0,0,644
48,2,0,0,644
45,2,0,0,644
41,2,0,0,644
47,2,0,0,644
29,2,0,0,644
21,2,0,1,10
25,2,0,0,644
17,2,0,1,10
36,2,0,0,390
35,2,0,0,390
29,2,0,0,390
18,2,0,0,390
47,2,0,0,390
42,2,0,0,390
33,2,0,0,390
43,2,0,0,390
44,2,0,0,390
39,2,0,0,390
38,2,0,0,390
40,2,0,0,390
45,2,0,0,390
37,2,0,0,390
48,2,0,0,390
34,2,0,0,390
22,2,0,0,390
31,2,0,0,390
30,2,0,0,390
41,2,0,0,390
32,2,0,0,390
28,2,0,0,390
26,2,0,0,390
27,1,0,0,619
24,1,0,0,619
54,1,0,0,619
25,1,0,0,619
50,1,0,0,619
25,1,0,0,641
60,1,0,0,641
51,1,0,0,641
54,1,0,0,268
54,1,0,0,544
26,1,0,0,268
31,1,0,0,268
34,1,0,0,268
30,1,0,0,268
33,1,0,0,268
28,1,0,0,268
32,1,0,0,268
27,1,0,0,268
37,1,0,0,268
48,1,0,0,268
25,1,0,0,268
25,1,0,0,544
46,1,0,0,268
35,1,0,0,268
36,1,0,0,268
40,1,0,0,268
29,1,0,0,268
39,1,0,0,268
38,1,0,0,268
42,1,0,0,534
36,1,0,0,534
37,1,0,0,534
47,1,0,0,534
44,1,0,0,534
51,1,0,0,534
35,1,0,0,534
29,1,0,0,534
28,1,0,0,534
27,1,0,0,534
46,1,0,0,534
34,1,0,0,534
49,1,0,0,534
43,1,0,0,534
45,1,0,0,534
33,1,0,0,534
30,1,0,0,534
39,1,0,0,534
31,1,0,0,534
32,1,0,0,534
38,1,0,0,534
41,1,0,0,534
54,1,0,0,534
40,1,0,0,534
48,1,0,0,534
55,1,0,0,534
52,1,0,0,534
57,1,0,0,534
53,1,0,0,534
18,0,0,0,585
33,0,0,0,241
35,0,0,0,241
47,0,0,0,241
34,0,0,0,241
46,0,0,0,241
44,0,0,0,241
54,0,0,0,241
37,0,0,0,241
40,0,0,0,241
42,0,0,0,241
39,0,0,0,241
50,1,0,0,637
54,1,0,0,637
21,1,0,0,637
36,1,0,0,579
45,1,0,0,579
34,1,0,0,579
39,1,0,0,579
30,1,0,0,579
43,1,0,0,579
38,1,0,0,579
37,1,0,0,579
42,1,0,0,579
35,1,0,0,579
41,1,0,0,579
47,1,0,0,579
48,1,0,0,579
27,1,0,0,579
46,1,0,0,579
49,1,0,0,624
52,1,0,0,624
53,1,0,0,579
52,1,0,0,579
44,1,0,0,579
40,1,0,0,579
32,1,0,0,579
28,1,0,0,579
26,1,0,0,579
33,1,0,0,579
29,1,0,0,579
26,2,0,0,369
32,2,0,0,369
29,2,0,0,369
26,1,0,0,624
54,1,0,0,633
51,1,0,0,633
26,1,0,0,633
45,1,0,0,627
47,1,0,0,627
39,1,0,0,627
41,1,0,0,627
37,1,0,0,627
40,1,0,0,627
36,1,0,0,627
42,1,0,0,627
34,1,0,0,627
43,1,0,0,627
48,1,0,0,627
44,1,0,0,627
38,1,0,0,627
49,1,0,0,627
54,1,0,0,627
46,1,0,0,627
31,1,0,0,627
35,1,0,0,627
33,1,0,0,627
29,1,0,0,627
32,1,0,0,627
28,1,0,0,627
30,1,0,0,627
27,1,0,0,627
30,0,0,0,561
22,0,0,0,561
33,0,0,0,561
38,0,0,0,561
41,0,0,0,561
36,0,0,0,561
28,0,0,0,561
39,0,0,0,561
40,0,0,0,561
37,0,0,0,561
35,0,0,0,561
34,0,0,0,561
51,2,0,0,204
35,2,0,0,204
34,2,0,0,204
17,2,0,0,204
30,2,0,0,204
38,2,0,0,204
36,2,0,0,204
24,0,0,0,561
32,0,0,0,561
45,0,0,0,561
47,0,0,0,561
42,0,0,0,561
27,0,0,0,561
31,0,0,0,561
44,0,0,0,561
26,0,0,0,561
43,0,0,0,561
25,0,0,0,561
20,0,0,0,561
29,0,0,0,561
29,0,0,0,509
21,1,0,0,561
20,0,0,0,509
17,0,0,0,509
46,0,0,0,509
34,1,0,0,433
37,1,0,0,433
40,1,0,0,433
33,1,0,0,433
38,1,0,0,433
31,1,0,0,433
35,1,0,0,433
29,1,0,0,433
30,1,0,0,433
36,1,0,0,433
47,1,0,0,433
28,1,0,0,433
45,1,0,0,433
32,1,0,0,433
39,1,0,0,433
42,1,0,0,433
26,1,0,0,433
42,1,0,0,465
37,1,0,0,465
35,1,0,0,465
36,1,0,0,465
38,1,0,0,465
30,1,0,0,465
43,1,0,0,465
46,1,0,0,465
34,1,0,0,465
40,1,0,0,465
41,1,0,0,465
39,1,0,0,465
47,1,0,0,465
28,1,0,0,465
45,1,0,0,465
32,1,0,0,465
44,1,0,0,465
48,1,0,0,465
21,1,0,0,465
33,1,0,0,465
31,1,0,0,465
23,2,0,0,433
22,2,0,0,433
38,2,0,0,433
40,2,0,0,433
47,2,0,0,433
43,2,0,0,433
39,2,0,0,433
32,2,0,0,433
45,2,0,0,433
44,2,0,0,433
48,2,0,0,433
24,2,0,0,433
18,2,0,0,433
28,2,0,0,433
46,2,0,0,433
36,2,0,0,433
41,2,0,0,433
42,2,0,0,433
35,2,0,0,433
33,2,0,0,433
51,2,0,0,433
34,2,0,0,433
17,2,0,0,433
30,2,0,0,433
23,0,0,0,631
26,0,0,0,631
37,0,0,0,631
35,0,0,0,631
32,0,0,0,631
36,0,0,0,631
33,0,0,0,631
30,0,0,0,631
35,0,0,0,600
37,0,0,0,600
39,0,0,0,600
34,0,0,0,600
47,0,0,0,600
36,0,0,0,600
32,0,0,0,600
29,0,0,0,600
30,0,0,0,600
33,0,0,0,600
38,0,0,0,600
41,0,0,0,600
40,1,0,0,552
37,1,0,0,552
24,1,0,0,552
42,1,0,0,552
26,1,0,0,552
28,1,0,0,552
31,1,0,0,552
27,1,0,0,552
32,1,0,0,552
30,1,0,0,552
49,1,0,0,552
29,1,0,0,552
33,1,0,0,552
45,1,0,0,552
41,1,0,0,552
54,1,0,0,552
25,1,0,0,552
35,1,0,0,552
34,1,0,0,552
19,1,0,0,631
19,1,0,1,9
49,1,0,0,631
58,1,0,0,631
55,1,0,0,631
59,1,0,0,631
50,1,0,0,631
18,0,0,0,600
45,0,0,0,600
28,0,0,0,600
26,0,0,0,600
42,0,0,0,600
40,0,0,0,600
27,0,0,0,600
46,0,0,0,600
43,0,0,0,600
31,0,0,0,600
25,0,0,0,600
24,0,0,0,600
20,0,0,0,600
44,0,0,0,600
48,0,0,0,600
21,0,0,0,600
56,1,0,0,631
30,0,0,0,638
20,0,0,0,638
34,0,0,0,638
45,0,0,0,638
41,0,0,0,638
43,0,0,0,638
44,0,0,0,638
42,0,0,0,638
39,0,0,0,638
48,0,0,0,638
46,0,0,0,638
47,0,0,0,638
50,1,0,0,600
23,1,0,0,600
24,1,0,0,600
24,1,0,1,28
53,1,0,0,600
53,1,0,1,28
24,1,0,0,621
65,2,0,1,10
62,2,0,1,10
46,2,0,0,435
20,2,0,0,435
18,2,0,0,435
27,0,0,0,638
26,0,0,0,638
35,0,0,0,638
38,0,0,0,638
24,0,0,0,638
36,0,0,0,638
32,0,0,0,638
40,0,0,0,638
37,0,0,0,638
25,0,0,0,638
33,0,0,0,638
34,1,0,0,369
31,1,0,0,369
28,1,0,0,369
32,1,0,0,369
40,1,0,0,369
30,1,0,0,369
35,1,0,0,369
36,1,0,0,369
33,1,0,0,369
37,1,0,0,369
41,1,0,0,369
27,1,0,0,369
29,1,0,0,369
38,1,0,0,369
48,1,0,0,369
26,1,0,0,369
26,1,0,0,608
25,1,0,0,369
56,1,0,0,369
24,1,0,0,369
24,1,0,0,608
22,1,0,0,369
22,1,0,0,608
20,2,0,0,282
18,2,0,0,282
18,2,0,1,10
37,2,0,0,282
48,2,0,0,282
44,2,0,0,282
46,2,0,0,282
40,2,0,0,282
41,2,0,0,282
47,2,0,0,282
42,2,0,0,282
51,2,0,0,282
35,2,0,0,282
34,2,0,0,282
17,2,0,0,282
30,2,0,0,282
38,2,0,0,282
36,2,0,0,282
52,1,0,0,583
31,1,0,0,639
30,1,0,0,639
27,1,0,0,639
28,1,0,0,639
32,1,0,0,639
29,1,0,0,639
34,1,0,0,639
35,1,0,0,639
52,1,0,0,639
36,1,0,0,639
43,1,0,0,639
26,1,0,0,639
38,1,0,0,639
33,1,0,0,639
40,1,0,0,639
27,1,0,0,601
26,1,0,0,601
25,1,0,0,601
51,1,0,0,369
46,1,0,0,369
44,1,0,0,369
47,1,0,0,369
43,1,0,0,369
45,1,0,0,369
39,1,0,0,369
24,1,0,0,601
42,1,0,0,369
47,1,0,0,574
42,1,0,0,639
41,1,0,0,639
37,1,0,0,639
23,0,0,0,638
50,0,0,0,638
21,0,0,0,638
28,0,0,0,638
51,0,0,0,638
31,0,0,0,638
17,0,0,0,579
32,0,0,0,579
30,0,0,0,579
46,0,0,0,579
35,0,0,0,579
44,0,0,0,579
40,0,0,0,579
43,0,0,0,579
42,0,0,0,579
48,0,0,0,579
45,0,0,0,579
39,0,0,0,579
34,0,0,0,579
36,0,0,0,579
47,0,0,0,579
37,0,0,0,579
41,0,0,0,579
38,0,0,0,579
23,0,0,0,579
24,0,0,0,579
28,0,0,0,579
50,1,0,0,639
39,1,0,0,639
45,1,0,0,639
48,1,0,0,639
47,1,0,0,639
46,1,0,0,639
58,1,0,0,639
57,1,0,0,639
46,1,0,0,384
47,1,0,0,384
41,1,0,0,384
59,1,0,0,384
40,1,0,0,384
44,1,0,0,384
48,1,0,0,384
45,1,0,0,384
43,1,0,0,384
39,1,0,0,384
34,1,0,0,384
36,1,0,0,384
37,1,0,0,384
31,1,0,0,579
27,0,0,0,612
22,0,0,0,612
28,0,0,0,612
35,0,0,0,612
37,0,0,0,612
46,0,0,0,612
45,0,0,0,612
47,0,0,0,612
41,0,0,0,612
44,0,0,0,612
31,0,0,0,612
19,0,0,0,612
33,0,0,0,612
40,0,0,0,612
32,0,0,0,612
42,0,0,0,612
48,0,0,0,612
36,0,0,0,612
43,0,0,0,612
18,0,0,0,612
34,0,0,0,612
38,0,0,0,612
30,0,0,0,612
39,0,0,0,612
17,0,0,0,555
24,0,0,0,555
31,0,0,0,555
35,0,0,0,555
32,0,0,0,555
28,0,0,0,555
29,0,0,0,555
33,0,0,0,555
34,0,0,0,555
36,0,0,0,555
30,0,0,0,555
41,0,0,0,555
39,0,0,0,555
40,0,0,0,555
48,0,0,0,555
22,0,0,0,555
42,0,0,0,555
47,0,0,0,555
45,0,0,0,555
46,0,0,0,555
44,0,0,0,555
37,0,0,0,555
43,0,0,0,555
38,0,0,0,555
46,0,0,0,646
38,0,0,0,646
45,0,0,0,646
47,0,0,0,646
60,0,0,0,646
60,0,0,1,10
41,0,0,0,646
42,0,0,0,646
44,0,0,0,646
48,0,0,0,646
35,0,0,0,646
43,0,0,0,646
40,0,0,0,646
39,0,0,0,646
29,0,0,0,646
50,0,0,0,646
49,1,0,0,572
29,1,0,0,646
40,1,0,0,646
26,1,0,0,646
32,1,0,0,646
31,1,0,0,646
33,1,0,0,646
20,0,0,0,646
18,0,0,0,646
37,0,0,0,646
17,0,0,0,646
23,0,0,0,646
32,0,0,0,646
26,0,0,0,646
36,0,0,0,646
33,0,0,0,646
31,0,0,0,652
30,0,0,0,652
35,0,0,0,652
47,0,0,0,652
41,0,0,0,652
36,0,0,0,652
39,0,0,0,652
43,0,0,0,652
48,0,0,0,652
44,0,0,0,652
29,0,0,0,652
28,0,0,0,652
34,0,0,0,652
22,0,0,0,652
26,0,0,0,652
32,0,0,0,652
40,0,0,0,652
45,0,0,0,652
37,0,0,0,652
46,0,0,0,652
38,0,0,0,652
42,0,0,0,652
20,0,0,0,652
19,0,0,0,652
33,0,0,0,652
23,0,0,0,652
58,0,0,0,652
17,0,0,0,652
43,0,0,0,611
47,0,0,0,611
38,0,0,0,611
41,0,0,0,611
48,0,0,0,611
42,0,0,0,611
45,0,0,0,611
44,0,0,0,611
34,0,0,0,611
38,1,0,0,651
49,1,0,0,651
37,1,0,0,651
47,1,0,0,651
42,1,0,0,651
39,1,0,0,651
34,1,0,0,651
48,1,0,0,651
44,1,0,0,651
33,1,0,0,651
46,1,0,0,651
43,1,0,0,651
41,1,0,0,651
35,1,0,0,651
40,1,0,0,651
45,1,0,0,651
31,1,0,0,651
52,1,0,0,651
28,1,0,0,651
30,1,0,0,651
29,1,0,0,651
32,1,0,0,651
27,1,0,0,651
36,1,0,0,651
19,1,0,0,622
27,1,0,0,622
52,1,0,0,622
50,1,0,0,622
28,1,0,0,622
59,1,0,0,651
50,1,0,0,651
51,1,0,0,651
44,1,0,0,598
28,1,0,0,598
35,1,0,0,598
36,1,0,0,598
40,1,0,0,598
29,1,0,0,598
38,1,0,0,598
34,1,0,0,598
30,1,0,0,598
33,1,0,0,598
37,1,0,0,598
39,1,0,0,598
42,1,0,0,598
27,1,0,0,598
32,1,0,0,598
45,1,0,0,598
43,1,0,0,598
47,1,0,0,598
46,1,0,0,598
41,1,0,0,598
51,1,0,0,598
48,1,0,0,598
31,1,0,0,598
35,1,0,0,313
33,1,0,0,313
34,1,0,0,313
38,1,0,0,313
32,1,0,0,313
37,1,0,0,313
31,1,0,0,313
36,1,0,0,313
45,1,0,0,313
39,1,0,0,313
51,2,0,0,208
48,2,0,0,208
44,2,0,0,208
35,2,0,0,208
34,2,0,0,208
47,2,0,0,208
40,2,0,0,208
45,2,0,0,208
18,2,0,0,208
41,2,0,0,208
33,2,0,0,208
38,2,0,0,208
42,2,0,0,208
36,2,0,0,208
53,1,0,0,607
52,1,0,0,607
54,1,0,0,607
27,1,0,0,313
30,1,0,0,313
42,1,0,0,313
29,1,0,0,313
41,1,0,0,313
31,0,0,0,637
26,0,0,0,637
38,0,0,0,637
47,0,0,0,637
43,0,0,0,637
19,0,0,0,637
40,0,0,0,637
37,0,0,0,637
42,0,0,0,637
39,0,0,0,637
36,0,0,0,637
48,0,0,0,637
45,0,0,0,637
32,0,0,0,637
51,1,0,0,634
50,1,0,0,634
60,1,0,0,634
44,0,0,0,637
23,0,0,0,637
34,0,0,0,637
33,0,0,0,637
30,0,0,0,637
35,0,0,0,637
29,0,0,0,637
41,0,0,0,637
28,0,0,0,637
26,1,0,0,636
27,0,0,0,637
46,0,0,0,637
50,0,0,0,637
48,0,0,0,636
44,0,0,0,636
47,0,0,0,636
35,0,0,0,636
25,2,0,0,465
21,2,0,0,465
28,2,0,0,465
35,2,0,0,465
46,2,0,0,465
34,2,0,0,465
38,2,0,0,465
40,2,0,0,465
43,2,0,0,465
31,2,0,0,465
48,2,0,0,465
29,2,0,0,465
37,2,0,0,465
45,2,0,0,465
27,2,0,0,465
22,2,0,0,465
47,2,0,0,465
42,2,0,0,465
33,2,0,0,465
36,2,0,0,465
41,2,0,0,465
39,2,0,0,465
23,2,0,0,465
32,2,0,0,465
30,2,0,0,465
44,2,0,0,465
51,2,0,0,465
17,2,0,0,465
50,1,0,0,636
53,1,0,0,636
49,1,0,0,636
40,0,0,0,636
27,0,0,0,636
39,0,0,0,636
28,0,0,0,636
32,0,0,0,636
29,0,0,0,636
37,0,0,0,636
42,0,0,0,636
36,0,0,0,636
30,0,0,0,636
34,0,0,0,636
33,0,0,0,586
20,0,0,0,586
23,0,0,0,586
34,0,0,0,586
36,0,0,0,586
42,0,0,0,586
37,0,0,0,586
39,0,0,0,586
38,0,0,0,586
41,0,0,0,586
35,0,0,0,586
22,0,0,0,586
27,0,0,0,586
47,0,0,0,388
31,0,0,0,388
32,0,0,0,388
27,1,0,0,615
20,1,0,0,632
43,1,0,0,586
44,1,0,0,586
48,1,0,0,586
35,1,0,0,586
38,1,0,0,586
37,1,0,0,586
36,1,0,0,586
40,1,0,0,586
42,1,0,0,586
41,1,0,0,586
31,1,0,0,586
39,1,0,0,586
30,1,0,0,586
45,1,0,0,586
24,1,0,0,586
28,1,0,0,586
34,1,0,0,586
33,1,0,0,586
32,1,0,0,586
29,1,0,0,586
47,1,0,0,586
46,1,0,0,586
51,2,0,0,244
37,2,0,0,244
39,2,0,0,244
47,2,0,0,244
15,2,0,0,244
15,2,0,1,8
36,2,0,0,244
45,2,0,0,244
42,2,0,0,244
46,2,0,0,244
48,2,0,0,244
54,1,0,0,636
57,1,0,0,636
19,0,0,0,388
30,0,0,0,388
48,0,0,0,388
46,0,0,0,388
29,0,0,0,388
25,0,0,0,626
34,0,0,0,626
45,0,0,0,626
47,0,0,0,626
