SequenceLength,PITName,PurificationName,ProcessStep,Duration_In_Mins
19,6,2,1,91
19,6,2,0,246
20,6,2,1,91
20,6,2,0,246
25,6,2,1,91
25,6,2,0,246
30,6,2,1,91
30,6,2,0,246
18,6,2,1,56
17,6,2,1,56
17,6,2,2,52
17,6,2,0,219
23,6,2,1,56
24,6,2,1,56
27,6,2,1,56
27,6,2,0,219
25,6,2,1,56
17,5,1,1,87
17,5,1,0,260
16,5,1,1,87
16,5,1,0,260
27,5,1,1,87
27,5,1,0,260
19,4,2,1,56
24,4,2,1,56
16,6,2,1,91
16,6,2,2,48
16,6,2,0,246
17,6,2,1,91
17,6,2,0,246
17,4,2,1,56
16,4,2,1,56
16,4,2,2,52
16,4,2,0,219
18,4,2,1,56
24,4,2,1,99
34,4,2,0,280
34,4,2,1,64
34,4,2,2,119
25,4,2,0,280
25,4,2,2,119
23,4,2,0,280
23,4,2,2,119
18,4,2,0,280
18,4,2,2,119
20,4,2,0,280
20,4,2,2,119
22,4,2,0,280
22,4,2,2,119
19,4,2,0,280
19,4,2,2,119
16,4,2,0,280
16,4,2,2,119
29,5,1,1,32
29,5,1,2,102
30,5,1,1,32
35,4,2,0,280
35,4,2,1,64
35,4,2,2,119
28,4,2,0,280
28,4,2,1,64
28,4,2,2,119
21,4,2,0,280
21,4,2,2,119
24,5,1,1,32
24,5,1,2,102
17,5,1,1,32
25,5,1,1,32
25,5,1,2,102
26,5,1,1,32
26,5,1,2,102
35,5,1,1,32
20,4,2,0,205
20,4,2,1,49
22,5,1,0,234
22,5,1,1,85
19,5,1,0,234
19,5,1,1,85
20,6,2,0,205
20,6,2,1,49
18,4,2,0,205
18,4,2,1,49
22,4,2,0,205
22,4,2,1,49
21,4,2,0,205
21,4,2,1,49
23,5,1,0,234
23,5,1,1,85
21,5,1,0,234
21,5,1,1,85
28,5,1,0,234
28,5,1,1,85
30,5,1,0,234
30,5,1,1,85
35,5,1,0,234
35,5,1,1,85
27,5,1,0,234
27,5,1,1,85
19,4,2,0,197
27,6,2,0,205
27,6,2,1,49
27,6,2,2,41
21,6,2,0,205
21,6,2,1,49
23,6,2,0,205
23,6,2,1,49
23,6,2,2,41
24,6,2,0,205
24,6,2,1,49
28,6,2,0,205
28,6,2,1,49
28,6,2,2,41
25,6,2,0,205
25,6,2,1,49
25,6,2,2,41
26,6,2,0,205
26,6,2,1,49
22,6,2,0,205
22,6,2,1,49
19,6,2,0,205
19,6,2,1,49
29,6,2,0,205
29,6,2,1,49
29,6,2,2,41
19,4,2,0,205
19,4,2,1,49
18,6,2,0,205
18,6,2,1,49
15,6,2,0,205
15,6,2,1,49
20,5,1,0,234
20,5,1,1,85
21,4,2,0,197
21,4,2,1,54
17,4,2,2,41
26,4,2,0,197
26,4,2,1,54
26,4,2,2,41
15,4,2,0,197
15,4,2,1,54
15,4,2,2,41
16,4,2,0,197
16,4,2,1,54
16,4,2,2,41
27,4,2,0,197
22,4,2,0,197
34,5,1,0,234
34,5,1,1,85
31,5,1,0,234
31,5,1,1,85
24,7,2,1,41
24,7,2,2,41
25,7,2,1,41
25,7,2,2,41
26,7,2,1,41
26,7,2,2,41
19,7,2,1,41
19,7,2,2,41
21,7,2,1,41
21,7,2,2,41
23,7,2,1,41
23,7,2,2,41
25,5,1,0,234
25,5,1,1,85
17,5,1,0,234
17,5,1,1,85
32,5,1,0,234
32,5,1,1,85
33,5,1,0,234
33,5,1,1,85
29,5,1,0,234
29,5,1,1,85
18,5,1,0,234
18,5,1,1,85
25,4,2,0,210
25,4,2,2,118
23,4,2,0,210
23,4,2,2,118
22,6,2,1,53
24,6,2,1,53
21,6,2,1,53
23,6,2,1,53
20,6,2,1,53
35,4,2,0,231
35,4,2,1,111
35,4,2,2,5
21,4,2,0,231
21,4,2,2,5
22,4,2,0,210
22,4,2,2,118
21,4,2,0,210
21,4,2,2,118
24,4,2,0,210
24,4,2,2,119
24,4,2,2,118
19,6,2,1,53
18,6,2,1,53
18,5,1,1,96
18,5,1,2,5
20,5,1,2,5
28,5,1,2,5
20,4,2,0,210
20,4,2,2,118
29,5,1,1,96
29,5,1,2,5
35,5,1,2,5
33,5,1,1,96
33,5,1,2,5
34,5,1,2,5
23,5,1,2,5
22,5,1,2,5
19,4,2,0,210
19,4,2,2,118
20,4,2,2,106
21,4,2,1,25
21,4,2,2,106
32,4,2,0,269
32,4,2,1,25
32,4,2,2,106
29,4,2,0,269
29,4,2,1,25
29,4,2,2,106
35,4,2,0,269
35,4,2,1,25
35,4,2,2,106
22,4,2,1,25
22,4,2,2,106
19,4,2,1,25
19,4,2,2,106
23,4,2,1,25
23,4,2,2,106
18,4,2,0,269
18,4,2,1,25
18,4,2,2,106
28,4,2,0,269
28,4,2,1,25
28,4,2,2,106
25,4,2,1,25
25,4,2,2,106
20,4,2,0,259
20,4,2,2,107
19,4,2,0,259
19,4,2,1,41
19,4,2,2,107
33,4,2,0,259
33,4,2,1,41
33,4,2,2,107
21,4,2,0,259
21,4,2,1,41
21,4,2,2,107
23,4,2,0,259
23,4,2,1,41
23,4,2,2,107
24,4,2,0,259
24,4,2,1,41
24,4,2,2,107
22,4,2,1,41
22,4,2,2,107
25,4,2,0,259
25,4,2,1,41
25,4,2,2,107
27,4,2,0,259
27,4,2,1,41
27,4,2,2,107
32,4,2,0,259
32,4,2,1,41
32,4,2,2,107
22,4,2,0,265
24,4,2,0,265
25,4,2,0,265
23,4,2,0,265
26,4,2,0,265
26,4,2,2,107
27,4,2,0,265
27,4,2,1,50
28,4,2,0,265
28,4,2,1,50
28,4,2,2,107
31,4,2,0,265
31,4,2,1,50
31,4,2,2,107
34,4,2,0,265
34,4,2,1,50
34,4,2,2,107
21,4,2,0,265
20,4,2,0,265
18,4,2,0,213
18,4,2,2,118
26,4,2,0,213
26,4,2,2,119
26,4,2,2,118
17,4,2,0,213
17,4,2,2,119
17,4,2,2,118
20,4,2,0,231
20,4,2,2,5
19,4,2,0,231
19,4,2,2,5
25,4,2,0,231
25,4,2,2,27
25,4,2,2,5
16,4,2,0,231
16,4,2,1,111
16,4,2,2,27
16,4,2,2,5
23,4,2,0,231
23,4,2,2,5
24,4,2,0,231
24,4,2,2,5
22,4,2,0,231
22,4,2,2,5
26,6,2,1,53
21,5,1,1,96
21,5,1,2,5
26,5,1,1,96
26,5,1,2,5
19,5,1,2,5
30,4,2,0,231
30,4,2,1,111
30,4,2,2,5
18,4,2,0,231
18,4,2,1,111
18,4,2,2,5
17,4,2,0,231
17,4,2,2,5
25,5,1,2,5
30,5,1,2,5
26,4,2,0,231
26,4,2,2,5
32,5,1,0,231
32,5,1,1,111
32,5,1,2,5
33,5,1,1,111
33,6,2,0,231
33,6,2,1,111
33,6,2,2,27
33,6,2,2,5
35,6,2,0,231
35,6,2,2,5
20,6,2,0,231
20,6,2,2,5
35,5,1,1,111
27,5,1,2,5
25,7,2,0,192
23,7,2,0,192
23,7,2,1,62
26,7,2,0,192
21,7,2,0,192
24,7,2,0,192
22,7,2,0,192
22,7,2,1,62
20,7,2,0,192
20,7,2,1,62
26,4,2,1,53
25,6,2,1,53
31,5,1,2,5
21,4,2,2,151
20,4,2,2,151
19,4,2,2,151
22,5,1,1,20
22,5,1,2,151
27,6,2,1,20
27,6,2,2,151
31,6,2,1,20
31,6,2,2,151
28,6,2,1,20
28,6,2,2,151
29,6,2,1,20
29,6,2,2,151
22,4,2,2,151
23,5,1,1,20
23,5,1,2,151
24,5,1,1,20
24,5,1,2,151
18,6,2,1,20
18,6,2,2,151
20,6,2,2,151
21,4,2,1,57
22,4,2,1,57
20,4,2,2,57
21,4,2,0,181
21,4,2,2,57
19,4,2,1,11
19,4,2,2,57
23,4,2,0,181
23,4,2,2,57
17,4,2,0,181
17,4,2,2,57
20,5,1,1,113
33,5,1,1,113
33,5,1,2,57
19,6,2,1,113
19,6,2,2,58
19,6,2,2,57
20,6,2,1,113
20,6,2,2,58
20,6,2,2,57
31,6,2,0,206
31,6,2,1,113
31,6,2,2,58
31,6,2,2,57
32,6,2,0,206
32,6,2,2,58
32,6,2,2,57
22,4,2,2,57
24,4,2,0,181
24,4,2,2,57
24,6,2,1,113
24,6,2,2,58
24,6,2,2,57
34,6,2,1,113
34,6,2,2,58
34,6,2,2,57
22,6,2,1,113
22,6,2,2,58
22,6,2,2,57
26,6,2,0,206
26,6,2,1,113
26,6,2,2,58
26,6,2,2,57
35,5,1,1,113
35,5,1,2,58
20,6,2,1,57
25,6,2,1,57
25,6,2,0,170
26,4,2,1,57
23,4,2,1,57
25,4,2,1,57
24,4,2,1,57
23,6,2,1,57
23,6,2,0,170
22,6,2,1,57
18,4,2,2,57
22,5,1,2,58
21,5,1,1,113
21,5,1,2,58
21,5,1,2,57
19,5,1,1,113
19,5,1,2,58
26,6,2,1,118
25,6,2,0,181
25,6,2,2,58
25,6,2,2,57
18,6,2,1,118
18,6,2,2,58
18,6,2,2,57
21,6,2,2,58
21,6,2,2,57
19,6,2,1,118
24,6,2,1,118
23,6,2,0,181
23,6,2,2,58
23,6,2,2,57
27,6,2,0,181
27,6,2,1,118
27,6,2,2,58
27,6,2,2,57
18,5,1,1,113
28,4,2,0,206
28,4,2,2,57
17,5,1,1,64
17,5,1,0,164
25,4,2,0,181
25,4,2,1,11
25,4,2,2,58
25,4,2,2,57
19,4,2,1,57
20,4,2,1,57
24,6,2,1,57
34,5,1,1,113
31,5,1,1,113
31,5,1,2,58
17,5,1,0,206
17,5,1,1,113
17,5,1,2,58
17,5,1,2,57
35,4,2,0,206
35,4,2,1,113
35,4,2,2,58
35,4,2,2,57
34,4,2,0,206
34,4,2,1,113
34,4,2,2,58
34,4,2,2,57
21,6,2,1,57
19,6,2,1,57
19,6,2,0,170
16,6,2,1,57
16,6,2,0,170
18,6,2,1,57
18,6,2,0,170
17,6,2,1,57
17,6,2,2,50
17,6,2,0,170
35,6,2,1,113
35,6,2,2,58
35,6,2,2,57
20,4,2,0,162
20,4,2,1,202
20,4,2,2,153
20,4,2,2,152
21,4,2,0,162
21,4,2,1,202
21,4,2,2,153
21,4,2,2,152
23,5,1,1,106
19,4,2,0,162
19,4,2,1,202
19,4,2,2,153
19,4,2,2,152
22,4,2,0,162
22,4,2,1,202
22,4,2,2,153
22,4,2,2,152
23,4,2,0,162
23,4,2,1,202
23,4,2,2,153
23,4,2,2,152
17,4,2,0,162
17,4,2,1,202
17,4,2,2,153
17,4,2,2,152
18,4,2,0,162
18,4,2,1,202
18,4,2,2,153
18,4,2,2,152
25,4,2,0,162
25,4,2,1,202
25,4,2,2,153
25,4,2,2,152
30,5,1,1,106
35,6,2,0,162
35,6,2,1,202
35,6,2,2,153
35,6,2,2,152
22,6,2,0,162
22,6,2,1,202
22,6,2,2,153
22,6,2,2,152
18,6,2,0,162
18,6,2,1,202
18,6,2,2,153
18,6,2,2,152
20,6,2,0,162
20,6,2,1,202
20,6,2,2,153
20,6,2,2,152
21,6,2,0,162
21,6,2,1,202
21,6,2,2,153
21,6,2,2,152
23,6,2,0,162
23,6,2,1,202
23,6,2,2,153
23,6,2,2,152
19,6,2,0,162
19,6,2,1,202
19,6,2,2,153
19,6,2,2,152
34,5,1,1,115
24,4,2,0,162
24,4,2,1,202
24,4,2,2,153
24,4,2,2,152
33,5,1,1,106
31,6,2,1,115
23,6,2,1,115
18,4,2,1,115
31,5,1,1,106
19,5,1,1,106
30,6,2,1,115
33,6,2,1,115
21,7,2,1,57
26,7,2,1,57
25,7,2,1,57
23,7,2,1,57
20,7,2,1,57
22,7,2,1,57
24,7,2,1,57
18,7,2,1,57
19,7,2,1,57
19,7,2,2,36
17,4,2,1,115
16,4,2,1,115
16,4,2,0,188
15,6,2,1,115
15,6,2,2,36
15,6,2,0,188
29,4,2,1,115
29,4,2,0,188
30,4,2,1,115
21,5,1,1,106
22,4,2,0,164
18,4,2,0,148
20,4,2,0,148
22,4,2,0,148
19,4,2,0,148
34,5,1,1,94
25,5,1,1,94
23,5,1,0,203
23,5,1,1,94
20,5,1,1,94
22,5,1,1,94
19,5,1,1,94
21,5,1,1,94
22,6,2,2,27
27,5,1,1,97
27,5,1,1,94
31,5,1,1,94
33,5,1,0,203
33,5,1,1,94
35,5,1,1,94
30,5,1,1,97
30,5,1,1,94
26,7,2,2,54
26,7,2,2,26
25,7,2,2,54
25,7,2,2,26
21,7,2,2,54
21,7,2,2,26
22,7,2,2,54
22,7,2,2,26
23,7,2,2,54
23,7,2,2,26
24,7,2,2,54
24,7,2,2,26
19,7,2,2,54
19,7,2,2,26
20,7,2,1,55
20,7,2,2,54
20,7,2,2,26
18,7,2,0,169
18,7,2,2,54
18,7,2,2,26
21,4,2,0,148
17,4,2,0,148
23,5,1,1,59
22,5,1,1,59
19,5,1,1,59
21,5,1,1,59
27,5,1,1,59
20,5,1,1,59
35,4,2,1,71
35,4,2,2,24
34,4,2,1,71
34,4,2,2,24
24,6,2,1,71
24,6,2,2,24
30,6,2,1,71
30,6,2,2,24
35,6,2,1,71
29,6,2,1,71
29,6,2,2,24
35,5,1,1,59
26,5,1,1,59
32,5,1,1,59
32,5,1,2,24
21,5,1,0,202
20,5,1,0,202
23,5,1,0,202
18,5,1,0,202
22,5,1,0,202
18,4,2,1,91
19,5,1,0,202
18,6,2,1,66
18,6,2,0,215
22,6,2,1,66
22,6,2,0,215
24,4,2,0,214
28,4,2,1,62
28,4,2,0,214
27,4,2,1,62
27,4,2,2,60
27,4,2,0,214
25,4,2,0,214
26,4,2,0,214
30,4,2,1,62
30,4,2,2,60
30,4,2,0,214
23,4,2,0,339
25,4,2,0,339
26,4,2,0,339
26,4,2,1,29
27,4,2,0,339
24,4,2,0,339
29,4,2,0,339
29,4,2,1,29
29,4,2,2,107
30,4,2,0,339
30,4,2,1,29
30,4,2,2,107
28,4,2,0,339
28,4,2,1,29
30,4,2,1,38
24,4,2,1,38
25,4,2,1,38
27,4,2,1,38
29,4,2,1,38
28,4,2,1,38
25,4,2,2,108
27,4,2,1,45
27,4,2,2,108
22,4,2,2,108
28,4,2,1,45
28,4,2,2,108
24,4,2,2,108
23,4,2,2,108
29,4,2,2,108
26,4,2,2,108
30,4,2,1,45
30,4,2,2,108
31,6,2,1,66
31,6,2,0,215
35,6,2,1,66
35,6,2,0,215
29,5,1,1,62
16,4,2,1,91
16,4,2,0,195
21,6,2,1,66
21,6,2,0,215
20,6,2,1,66
20,6,2,0,215
25,5,1,2,11
25,5,1,0,202
16,5,1,2,11
16,5,1,0,202
28,6,2,1,66
28,6,2,0,215
20,4,2,1,91
15,6,2,1,66
15,6,2,0,215
17,6,2,1,66
17,6,2,2,61
17,6,2,0,215
19,6,2,1,66
19,6,2,0,215
24,5,1,0,202
17,5,1,2,11
17,5,1,0,202
22,4,2,1,91
21,4,2,1,91
19,4,2,1,91
32,5,1,1,55
32,5,1,2,11
32,5,1,0,202
23,6,2,1,66
23,6,2,0,215
17,4,2,1,91
17,4,2,0,195
25,6,2,1,66
25,6,2,0,215
24,4,2,1,91
25,4,2,2,61
29,4,2,1,6
29,4,2,2,61
29,4,2,0,195
27,4,2,2,61
26,4,2,1,91
28,4,2,1,91
28,4,2,0,195
31,4,2,1,91
31,4,2,2,61
31,4,2,0,195
20,4,2,0,214
21,4,2,0,214
27,4,2,1,66
27,4,2,0,215
28,4,2,1,66
28,4,2,0,215
25,4,2,1,66
25,4,2,0,215
23,4,2,1,66
23,4,2,0,215
22,4,2,1,66
22,4,2,0,215
24,4,2,1,66
24,4,2,0,215
29,4,2,1,66
29,4,2,0,215
26,4,2,1,66
26,4,2,0,215
26,5,1,2,11
18,4,2,0,214
20,4,2,1,66
20,4,2,0,215
21,4,2,1,66
21,4,2,0,215
20,6,2,0,214
16,4,2,1,62
16,4,2,0,214
35,6,2,0,214
28,6,2,1,62
28,6,2,2,60
28,6,2,0,214
32,6,2,2,108
25,6,2,2,108
20,6,2,2,108
22,6,2,2,108
18,6,2,2,108
21,4,2,2,108
20,4,2,2,108
18,4,2,2,108
19,4,2,2,108
16,5,1,1,54
16,5,1,2,108
35,5,1,2,108
35,6,2,0,217
35,6,2,1,87
20,4,2,0,202
17,4,2,0,202
17,4,2,1,95
19,4,2,0,202
22,4,2,0,202
18,4,2,0,202
30,4,2,0,202
30,4,2,1,95
21,4,2,0,202
24,5,1,0,217
17,6,2,0,217
17,6,2,1,87
19,6,2,0,217
16,6,2,0,217
16,6,2,1,87
15,6,2,0,217
15,6,2,1,87
15,6,2,2,54
18,6,2,0,217
22,5,1,0,217
21,5,1,0,217
35,5,1,0,217
35,5,1,1,61
29,5,1,0,217
29,5,1,1,61
26,5,1,0,217
26,5,1,1,61
26,5,1,2,54
25,5,1,0,217
24,4,2,0,202
19,5,1,0,217
25,4,2,0,202
33,5,1,0,217
33,5,1,1,61
32,5,1,0,217
32,5,1,1,61
30,5,1,0,217
30,5,1,1,61
20,5,1,0,217
22,4,2,0,217
19,4,2,0,217
23,6,2,0,217
22,6,2,0,217
21,6,2,0,217
24,6,2,0,217
20,6,2,0,217
27,7,2,0,173
27,7,2,1,66
27,7,2,2,54
25,7,2,1,66
24,7,2,1,66
22,7,2,1,66
26,7,2,1,66
20,7,2,0,173
20,7,2,1,66
21,7,2,1,66
23,7,2,1,66
32,4,2,0,202
31,5,1,0,217
31,5,1,1,61
23,4,2,0,202
18,5,1,0,217
23,5,1,0,217
20,5,1,1,95
30,5,1,0,202
30,5,1,1,95
25,6,2,0,217
35,4,2,0,217
35,4,2,1,87
35,4,2,2,54
29,4,2,0,217
23,4,2,0,217
24,4,2,0,217
26,6,2,0,217
22,5,1,1,95
23,5,1,1,95
19,5,1,1,95
27,5,1,0,202
27,5,1,1,95
25,5,1,1,95
21,5,1,1,95
24,5,1,1,95
22,4,2,2,85
23,4,2,2,85
34,6,2,2,85
32,6,2,1,6
32,6,2,2,85
24,6,2,2,85
30,6,2,2,85
20,4,2,2,85
26,5,1,2,85
19,4,2,2,85
23,6,2,2,85
20,6,2,2,85
21,4,2,2,85
20,4,2,1,22
35,6,2,0,242
35,6,2,2,48
33,6,2,0,242
33,6,2,1,71
18,5,1,1,33
17,5,1,1,33
19,5,1,1,33
21,5,1,1,33
20,5,1,1,33
24,5,1,1,33
23,5,1,1,33
22,5,1,1,33
27,5,1,1,33
26,5,1,1,33
25,5,1,1,33
30,5,1,1,33
29,5,1,1,33
17,5,1,1,37
29,5,1,1,37
17,4,2,1,44
24,4,2,1,44
23,4,2,1,44
22,4,2,1,44
27,4,2,1,44
26,4,2,1,44
25,4,2,1,44
30,4,2,1,44
29,4,2,1,44
30,4,2,1,47
29,4,2,1,47
18,4,2,1,27
17,4,2,1,27
19,4,2,1,27
21,4,2,1,27
20,4,2,1,27
24,4,2,1,27
23,4,2,1,27
22,4,2,1,27
27,4,2,1,27
26,4,2,1,27
25,4,2,1,27
30,4,2,1,27
29,4,2,1,27
18,4,2,1,31
17,4,2,1,31
21,4,2,1,31
24,4,2,1,31
23,4,2,1,31
22,4,2,1,31
27,4,2,1,31
26,4,2,1,31
25,4,2,1,31
30,4,2,1,31
29,4,2,1,31
19,4,2,1,22
24,4,2,1,22
18,4,2,1,22
33,5,1,0,244
33,5,1,2,48
34,5,1,0,244
34,5,1,1,61
21,4,2,1,22
16,4,2,1,22
16,4,2,2,32
17,4,2,0,184
17,4,2,1,22
32,5,1,0,244
35,5,1,0,244
29,5,1,0,244
22,7,2,0,189
22,7,2,2,38
22,7,2,2,32
21,7,2,0,189
21,7,2,2,38
21,7,2,2,32
26,7,2,0,189
26,7,2,2,38
26,7,2,2,32
19,7,2,0,189
19,7,2,1,7
19,7,2,2,38
19,7,2,2,32
20,7,2,0,189
20,7,2,2,38
20,7,2,2,32
18,7,2,0,189
18,7,2,1,7
18,7,2,2,38
18,7,2,2,32
25,7,2,0,189
25,7,2,2,38
25,7,2,2,32
23,7,2,0,189
23,7,2,2,38
23,7,2,2,32
23,4,2,1,22
21,5,1,0,244
31,5,1,0,244
28,5,1,1,61
22,4,2,1,22
16,5,1,0,242
16,5,1,1,71
19,5,1,0,242
17,5,1,0,242
24,6,2,0,242
23,6,2,0,242
23,6,2,1,71
21,6,2,0,242
21,6,2,1,71
22,6,2,0,242
22,6,2,1,71
20,6,2,1,71
19,6,2,0,242
19,6,2,1,71
20,5,1,0,242
19,4,2,1,30
22,4,2,1,30
22,5,1,0,244
23,5,1,0,244
35,6,2,1,70
35,6,2,2,51
35,6,2,0,175
28,6,2,1,70
28,6,2,2,51
28,6,2,0,175
27,4,2,1,70
27,4,2,2,51
23,5,1,1,58
21,5,1,1,58
20,5,1,1,58
19,5,1,1,58
22,5,1,1,58
10,5,1,1,58
10,5,1,0,175
17,5,1,1,58
29,5,1,1,58
31,5,1,1,58
21,6,2,2,51
21,6,2,0,175
18,6,2,1,70
35,5,1,1,58
28,4,2,1,70
28,4,2,2,51
28,4,2,0,175
33,5,1,1,58
27,5,1,1,58
30,5,1,1,58
27,6,2,1,70
27,6,2,2,51
27,6,2,0,175
24,6,2,1,70
26,5,1,1,58
32,5,1,1,58
28,5,1,1,58
18,5,1,1,58
16,4,2,0,143
16,4,2,1,31
16,4,2,2,58
15,4,2,0,143
15,4,2,1,31
15,4,2,2,58
26,7,2,0,140
23,7,2,0,140
19,7,2,0,140
20,7,2,0,140
22,7,2,0,140
22,7,2,1,32
21,7,2,0,140
24,7,2,0,140
25,7,2,0,140
18,7,2,0,140
27,5,1,0,143
23,5,1,0,143
17,5,1,0,143
24,5,1,0,143
21,4,2,0,152
20,4,2,0,152
28,5,1,1,50
28,5,1,2,26
17,4,2,0,152
22,4,2,0,152
18,4,2,0,152
25,4,2,0,152
21,6,2,0,152
20,6,2,0,152
27,4,2,0,152
27,4,2,1,64
28,4,2,0,152
24,4,2,0,152
27,5,1,2,26
32,5,1,2,26
30,5,1,2,26
35,5,1,2,26
19,4,2,0,152
29,4,2,0,152
29,4,2,1,64
29,4,2,2,26
30,4,2,0,152
30,4,2,1,64
23,4,2,0,152
26,5,1,0,294
26,5,1,1,49
26,5,1,2,107
27,5,1,0,294
27,5,1,1,49
27,5,1,2,127
27,5,1,2,107
33,5,1,0,294
33,5,1,1,49
33,5,1,2,107
28,5,1,0,294
28,5,1,1,49
28,5,1,2,127
28,5,1,2,107
29,5,1,0,294
29,5,1,1,49
29,5,1,2,107
35,5,1,0,294
35,5,1,1,49
35,5,1,2,127
35,5,1,2,107
31,5,1,0,294
31,5,1,1,49
31,5,1,2,107
19,4,2,1,21
22,6,2,0,293
22,6,2,1,32
22,6,2,2,127
22,6,2,2,107
20,6,2,0,293
20,6,2,1,32
20,6,2,2,127
20,6,2,2,107
21,6,2,0,293
21,6,2,1,32
21,6,2,2,127
21,6,2,2,107
24,6,2,0,293
24,6,2,1,32
24,6,2,2,127
24,6,2,2,107
23,6,2,0,293
23,6,2,1,32
23,6,2,2,127
23,6,2,2,107
18,6,2,0,293
18,6,2,1,32
18,6,2,2,127
18,6,2,2,107
25,6,2,0,293
25,6,2,1,32
25,6,2,2,127
25,6,2,2,107
19,6,2,0,293
19,6,2,1,32
19,6,2,2,127
19,6,2,2,107
25,4,2,0,253
25,4,2,1,21
24,4,2,0,253
26,4,2,0,253
28,4,2,1,21
28,4,2,2,35
34,6,2,0,293
34,6,2,1,32
34,6,2,2,127
34,6,2,2,107
15,4,2,0,253
15,4,2,1,21
18,5,1,1,89
18,5,1,1,59
17,5,1,1,89
17,5,1,1,59
21,5,1,1,89
23,5,1,1,89
20,5,1,1,89
19,5,1,1,89
22,5,1,1,89
24,5,1,1,89
24,5,1,1,59
16,5,1,1,89
16,5,1,1,59
17,4,2,0,253
17,4,2,1,21
17,5,1,0,294
17,5,1,1,49
17,5,1,2,107
34,5,1,0,294
34,5,1,1,49
34,5,1,2,127
34,5,1,2,107
18,5,1,0,294
18,5,1,1,49
18,5,1,2,107
19,4,2,0,293
19,4,2,1,32
20,4,2,0,293
22,4,2,0,293
22,4,2,1,32
23,4,2,0,293
23,4,2,1,32
24,4,2,0,293
24,4,2,1,32
26,6,2,0,293
26,6,2,1,32
26,6,2,2,127
26,6,2,2,107
26,4,2,0,293
26,4,2,1,32
30,5,1,0,294
30,5,1,1,49
30,5,1,2,127
30,5,1,2,107
35,4,2,0,293
35,4,2,1,32
35,4,2,2,127
35,4,2,2,107
18,4,2,0,293
18,4,2,2,127
18,4,2,2,107
10,5,1,0,260
10,5,1,1,9
10,5,1,1,89
10,5,1,2,35
10,5,1,1,59
23,5,1,0,294
23,5,1,1,49
23,5,1,2,107
20,5,1,0,294
20,5,1,1,49
20,5,1,2,107
32,5,1,0,294
32,5,1,1,49
32,5,1,2,127
32,5,1,2,107
25,5,1,0,294
25,5,1,1,49
25,5,1,2,127
25,5,1,2,107
24,5,1,0,294
24,5,1,1,49
24,5,1,2,107
21,5,1,0,294
21,5,1,1,49
21,5,1,2,107
22,5,1,0,294
22,5,1,1,49
22,5,1,2,107
19,5,1,0,294
19,5,1,1,49
19,5,1,2,107
26,5,1,0,293
34,5,1,0,293
28,5,1,0,293
31,5,1,0,293
33,5,1,0,293
33,5,1,1,126
35,5,1,0,293
24,5,1,1,126
27,5,1,1,126
22,4,2,2,111
28,5,1,0,199
28,5,1,1,43
28,5,1,2,111
31,5,1,0,199
31,5,1,1,43
31,5,1,2,111
30,5,1,0,199
30,5,1,1,43
30,5,1,2,111
29,5,1,0,199
29,5,1,2,111
23,5,1,0,199
23,5,1,2,111
20,5,1,0,199
20,5,1,1,43
20,5,1,2,111
18,5,1,0,199
18,5,1,1,43
18,5,1,2,111
19,5,1,0,199
19,5,1,1,43
19,5,1,2,111
22,5,1,2,111
25,5,1,2,111
24,5,1,0,199
24,5,1,2,111
21,5,1,1,43
21,5,1,2,111
26,5,1,2,111
27,5,1,2,111
17,5,1,2,111
33,5,1,1,53
33,5,1,2,111
17,4,2,2,111
26,4,2,2,111
26,5,1,1,57
31,6,2,0,198
31,6,2,1,65
31,6,2,2,111
26,6,2,1,65
26,6,2,2,61
25,6,2,0,198
25,6,2,1,65
25,6,2,2,111
27,5,1,1,51
27,5,1,2,63
26,5,1,1,51
26,5,1,2,63
21,4,2,1,79
23,4,2,1,79
31,5,1,2,46
33,5,1,1,51
33,5,1,2,63
35,5,1,2,63
26,4,2,1,79
26,4,2,2,63
21,5,1,1,51
21,6,2,1,65
18,6,2,1,65
18,6,2,2,63
28,5,1,1,51
28,5,1,2,63
32,5,1,1,51
16,5,1,1,51
16,5,1,0,208
16,5,1,2,46
17,5,1,1,51
17,5,1,2,63
26,7,2,0,165
26,7,2,2,63
26,7,2,2,47
25,7,2,0,165
25,7,2,2,63
25,7,2,2,47
21,7,2,0,165
21,7,2,2,63
21,7,2,2,47
18,7,2,0,165
18,7,2,2,63
18,7,2,2,47
24,7,2,0,165
24,7,2,2,63
24,7,2,2,47
23,7,2,0,165
23,7,2,2,63
23,7,2,2,47
20,7,2,0,165
20,7,2,2,63
20,7,2,2,47
19,7,2,0,165
19,7,2,2,63
19,7,2,2,47
22,7,2,0,165
22,7,2,2,63
22,7,2,2,47
24,4,2,1,79
17,4,2,1,79
29,5,1,1,65
29,5,1,2,63
31,6,2,0,208
31,6,2,2,63
31,6,2,2,46
24,6,2,1,65
24,6,2,2,63
23,6,2,1,65
23,6,2,2,63
25,4,2,1,79
25,6,2,2,63
17,4,2,1,71
17,4,2,0,141
22,5,1,0,146
21,5,1,0,146
23,5,1,0,146
20,5,1,0,146
18,6,2,0,202
18,6,2,1,129
29,5,1,1,116
23,5,1,1,116
18,5,1,0,146
18,4,2,0,141
25,5,1,1,116
28,5,1,1,116
30,6,2,0,202
30,6,2,1,129
22,6,2,0,202
22,6,2,1,129
25,6,2,0,202
25,6,2,1,129
23,6,2,0,202
23,6,2,1,129
34,6,2,0,202
